PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Fare,TitleGroup,Embarked,FamilySize,AgeGroup
601,1,2,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",1,24,2,1,27.0,Mrs,0,4,
602,0,3,"Slabenoff, Mr. Petco",0,30,0,0,7.8958,Mr,0,1,
603,0,1,"Harrington, Mr. Charles H",0,30,0,0,42.4,Mr,0,1,
604,0,3,"Torber, Mr. Ernst William",0,44,0,0,8.05,Mr,0,1,
605,1,1,"Homer, Mr. Harry (""Mr E Haven"")",0,35,0,0,26.55,Mr,1,1,
606,0,3,"Lindell, Mr. Edvard Bengtsson",0,36,1,0,15.55,Mr,0,2,
607,0,3,"Karaic, Mr. Milan",0,30,0,0,7.8958,Mr,0,1,
608,1,1,"Daniel, Mr. Robert Williams",0,27,0,0,30.5,Mr,0,1,
609,1,2,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",1,22,1,2,41.5792,Mrs,1,4,
610,1,1,"Shutes, Miss. Elizabeth W",1,40,0,0,153.4625,Miss,0,1,
611,0,3,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",1,39,1,5,31.275,Mrs,0,7,
612,0,3,"Jardin, Mr. Jose Neto",0,30,0,0,7.05,Mr,0,1,
613,1,3,"Murphy, Miss. Margaret Jane",1,21,1,0,15.5,Miss,2,2,
614,0,3,"Horgan, Mr. John",0,30,0,0,7.75,Mr,2,1,
615,0,3,"Brocklebank, Mr. William Alfred",0,35,0,0,8.05,Mr,0,1,
616,1,2,"Herman, Miss. Alice",1,24,1,2,65.0,Miss,0,4,
617,0,3,"Danbom, Mr. Ernst Gilbert",0,34,1,1,14.4,Mr,0,3,
618,0,3,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",1,26,1,0,16.1,Mrs,0,2,
619,1,2,"Becker, Miss. Marion Louise",1,4,2,1,39.0,Miss,0,4,
620,0,2,"Gavey, Mr. Lawrence",0,26,0,0,10.5,Mr,0,1,
621,0,3,"Yasbeck, Mr. Antoni",0,27,1,0,14.4542,Mr,1,2,
622,1,1,"Kimball, Mr. Edwin Nelson Jr",0,42,1,0,52.5542,Mr,0,2,
623,1,3,"Nakid, Mr. Sahid",0,20,1,1,15.7417,Mr,1,3,
624,0,3,"Hansen, Mr. Henry Damsgaard",0,21,0,0,7.8542,Mr,0,1,
625,0,3,"Bowen, Mr. David John ""Dai""",0,21,0,0,16.1,Mr,0,1,
626,0,1,"Sutton, Mr. Frederick",0,61,0,0,32.3208,Mr,0,1,
627,0,2,"Kirkland, Rev. Charles Leonard",0,57,0,0,12.35,Mr,2,1,
628,1,1,"Longley, Miss. Gretchen Fiske",1,21,0,0,77.9583,Miss,0,1,
629,0,3,"Bostandyeff, Mr. Guentcho",0,26,0,0,7.8958,Mr,0,1,
630,0,3,"O'Connell, Mr. Patrick D",0,30,0,0,7.7333,Mr,2,1,
631,1,1,"Barkworth, Mr. Algernon Henry Wilson",0,80,0,0,30.0,Mr,0,1,
632,0,3,"Lundahl, Mr. Johan Svensson",0,51,0,0,7.0542,Mr,0,1,
633,1,1,"Stahelin-Maeglin, Dr. Max",0,32,0,0,30.5,Dr,1,1,
634,0,1,"Parr, Mr. William Henry Marsh",0,30,0,0,0.0,Mr,0,1,
635,0,3,"Skoog, Miss. Mabel",1,9,3,2,27.9,Miss,0,6,
636,1,2,"Davis, Miss. Mary",1,28,0,0,13.0,Miss,0,1,
637,0,3,"Leinonen, Mr. Antti Gustaf",0,32,0,0,7.925,Mr,0,1,
638,0,2,"Collyer, Mr. Harvey",0,31,1,1,26.25,Mr,0,3,
639,0,3,"Panula, Mrs. Juha (Maria Emilia Ojala)",1,41,0,5,39.6875,Mrs,0,6,
640,0,3,"Thorneycroft, Mr. Percival",0,30,1,0,16.1,Mr,0,2,
641,0,3,"Jensen, Mr. Hans Peder",0,20,0,0,7.8542,Mr,0,1,
642,1,1,"Sagesser, Mlle. Emma",1,24,0,0,69.3,Miss,1,1,
643,0,3,"Skoog, Miss. Margit Elizabeth",1,2,3,2,27.9,Miss,0,6,
644,1,3,"Foo, Mr. Choong",0,30,0,0,56.4958,Mr,0,1,
645,1,3,"Baclini, Miss. Eugenie",1,1,2,1,19.2583,Miss,1,4,
646,1,1,"Harper, Mr. Henry Sleeper",0,48,1,0,76.7292,Mr,1,2,
647,0,3,"Cor, Mr. Liudevit",0,19,0,0,7.8958,Mr,0,1,
648,1,1,"Simonius-Blumer, Col. Oberst Alfons",0,56,0,0,35.5,Mr,1,1,
649,0,3,"Willey, Mr. Edward",0,30,0,0,7.55,Mr,0,1,
650,1,3,"Stanley, Miss. Amy Zillah Elsie",1,23,0,0,7.55,Miss,0,1,
651,0,3,"Mitkoff, Mr. Mito",0,30,0,0,7.8958,Mr,0,1,
652,1,2,"Doling, Miss. Elsie",1,18,0,1,23.0,Miss,0,2,
653,0,3,"Kalvik, Mr. Johannes Halvorsen",0,21,0,0,8.4333,Mr,0,1,
654,1,3,"O'Leary, Miss. Hanora ""Norah""",1,21,0,0,7.8292,Miss,2,1,
655,0,3,"Hegarty, Miss. Hanora ""Nora""",1,18,0,0,6.75,Miss,2,1,
656,0,2,"Hickman, Mr. Leonard Mark",0,24,2,0,73.5,Mr,0,3,
657,0,3,"Radeff, Mr. Alexander",0,30,0,0,7.8958,Mr,0,1,
658,0,3,"Bourke, Mrs. John (Catherine)",1,32,1,1,15.5,Mrs,2,3,
659,0,2,"Eitemiller, Mr. George Floyd",0,23,0,0,13.0,Mr,0,1,
660,0,1,"Newell, Mr. Arthur Webster",0,58,0,2,113.275,Mr,1,3,
661,1,1,"Frauenthal, Dr. Henry William",0,50,2,0,133.65,Dr,0,3,
662,0,3,"Badt, Mr. Mohamed",0,40,0,0,7.225,Mr,1,1,
663,0,1,"Colley, Mr. Edward Pomeroy",0,47,0,0,25.5875,Mr,0,1,
664,0,3,"Coleff, Mr. Peju",0,36,0,0,7.4958,Mr,0,1,
665,1,3,"Lindqvist, Mr. Eino William",0,20,1,0,7.925,Mr,0,2,
666,0,2,"Hickman, Mr. Lewis",0,32,2,0,73.5,Mr,0,3,
667,0,2,"Butler, Mr. Reginald Fenton",0,25,0,0,13.0,Mr,0,1,
668,0,3,"Rommetvedt, Mr. Knud Paust",0,30,0,0,7.775,Mr,0,1,
669,0,3,"Cook, Mr. Jacob",0,43,0,0,8.05,Mr,0,1,
670,1,1,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",1,35,1,0,52.0,Mrs,0,2,
671,1,2,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",1,40,1,1,39.0,Mrs,0,3,
672,0,1,"Davidson, Mr. Thornton",0,31,1,0,52.0,Mr,0,2,
673,0,2,"Mitchell, Mr. Henry Michael",0,70,0,0,10.5,Mr,0,1,
674,1,2,"Wilhelms, Mr. Charles",0,31,0,0,13.0,Mr,0,1,
675,0,2,"Watson, Mr. Ennis Hastings",0,30,0,0,0.0,Mr,0,1,
676,0,3,"Edvardsson, Mr. Gustaf Hjalmar",0,18,0,0,7.775,Mr,0,1,
677,0,3,"Sawyer, Mr. Frederick Charles",0,25,0,0,8.05,Mr,0,1,
678,1,3,"Turja, Miss. Anna Sofia",1,18,0,0,9.8417,Miss,0,1,
679,0,3,"Goodwin, Mrs. Frederick (Augusta Tyler)",1,43,1,6,46.9,Mrs,0,8,
680,1,1,"Cardeza, Mr. Thomas Drake Martinez",0,36,0,1,512.3292,Mr,1,2,
681,0,3,"Peters, Miss. Katie",1,21,0,0,8.1375,Miss,2,1,
682,1,1,"Hassab, Mr. Hammad",0,27,0,0,76.7292,Mr,1,1,
683,0,3,"Olsvigen, Mr. Thor Anderson",0,20,0,0,9.225,Mr,0,1,
684,0,3,"Goodwin, Mr. Charles Edward",0,14,5,2,46.9,Mr,0,8,
685,0,2,"Brown, Mr. Thomas William Solomon",0,60,1,1,39.0,Mr,0,3,
686,0,2,"Laroche, Mr. Joseph Philippe Lemercier",0,25,1,2,41.5792,Mr,1,4,
687,0,3,"Panula, Mr. Jaako Arnold",0,14,4,1,39.6875,Mr,0,6,
688,0,3,"Dakic, Mr. Branko",0,19,0,0,10.1708,Mr,0,1,
689,0,3,"Fischer, Mr. Eberhard Thelander",0,18,0,0,7.7958,Mr,0,1,
690,1,1,"Madill, Miss. Georgette Alexandra",1,15,0,1,211.3375,Miss,0,2,
691,1,1,"Dick, Mr. Albert Adrian",0,31,1,0,57.0,Mr,0,2,
692,1,3,"Karun, Miss. Manca",1,4,0,1,13.4167,Miss,1,2,
693,1,3,"Lam, Mr. Ali",0,30,0,0,56.4958,Mr,0,1,
694,0,3,"Saad, Mr. Khalil",0,25,0,0,7.225,Mr,1,1,
695,0,1,"Weir, Col. John",0,60,0,0,26.55,Mr,0,1,
696,0,2,"Chapman, Mr. Charles Henry",0,52,0,0,13.5,Mr,0,1,
697,0,3,"Kelly, Mr. James",0,44,0,0,8.05,Mr,0,1,
698,1,3,"Mullens, Miss. Katherine ""Katie""",1,21,0,0,7.7333,Miss,2,1,
699,0,1,"Thayer, Mr. John Borland",0,49,1,1,110.8833,Mr,1,3,
700,0,3,"Humblen, Mr. Adolf Mathias Nicolai Olsen",0,42,0,0,7.65,Mr,0,1,
701,1,1,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",1,18,1,0,227.525,Mrs,1,2,
702,1,1,"Silverthorne, Mr. Spencer Victor",0,35,0,0,26.2875,Mr,0,1,
703,0,3,"Barbara, Miss. Saiide",1,18,0,1,14.4542,Miss,1,2,
704,0,3,"Gallagher, Mr. Martin",0,25,0,0,7.7417,Mr,2,1,
705,0,3,"Hansen, Mr. Henrik Juul",0,26,1,0,7.8542,Mr,0,2,
706,0,2,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",0,39,0,0,26.0,Mr,0,1,
707,1,2,"Kelly, Mrs. Florence ""Fannie""",1,45,0,0,13.5,Mrs,0,1,
708,1,1,"Calderhead, Mr. Edward Pennington",0,42,0,0,26.2875,Mr,0,1,
709,1,1,"Cleaver, Miss. Alice",1,22,0,0,151.55,Miss,0,1,
710,1,3,"Moubarek, Master. Halim Gonios (""William George"")",0,4,1,1,15.2458,kid,1,3,
711,1,1,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",1,24,0,0,49.5042,Miss,1,1,
712,0,1,"Klaber, Mr. Herman",0,30,0,0,26.55,Mr,0,1,
713,1,1,"Taylor, Mr. Elmer Zebley",0,48,1,0,52.0,Mr,0,2,
714,0,3,"Larsson, Mr. August Viktor",0,29,0,0,9.4833,Mr,0,1,
715,0,2,"Greenberg, Mr. Samuel",0,52,0,0,13.0,Mr,0,1,
716,0,3,"Soholt, Mr. Peter Andreas Lauritz Andersen",0,19,0,0,7.65,Mr,0,1,
717,1,1,"Endres, Miss. Caroline Louise",1,38,0,0,227.525,Miss,1,1,
718,1,2,"Troutt, Miss. Edwina Celia ""Winnie""",1,27,0,0,10.5,Miss,0,1,
719,0,3,"McEvoy, Mr. Michael",0,30,0,0,15.5,Mr,2,1,
720,0,3,"Johnson, Mr. Malkolm Joackim",0,33,0,0,7.775,Mr,0,1,
721,1,2,"Harper, Miss. Annie Jessie ""Nina""",1,6,0,1,33.0,Miss,0,2,
722,0,3,"Jensen, Mr. Svend Lauritz",0,17,1,0,7.0542,Mr,0,2,
723,0,2,"Gillespie, Mr. William Henry",0,34,0,0,13.0,Mr,0,1,
724,0,2,"Hodges, Mr. Henry Price",0,50,0,0,13.0,Mr,0,1,
725,1,1,"Chambers, Mr. Norman Campbell",0,27,1,0,53.1,Mr,0,2,
726,0,3,"Oreskovic, Mr. Luka",0,20,0,0,8.6625,Mr,0,1,
727,1,2,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",1,30,3,0,21.0,Mrs,0,4,
728,1,3,"Mannion, Miss. Margareth",1,21,0,0,7.7375,Miss,2,1,
729,0,2,"Bryhl, Mr. Kurt Arnold Gottfrid",0,25,1,0,26.0,Mr,0,2,
730,0,3,"Ilmakangas, Miss. Pieta Sofia",1,25,1,0,7.925,Miss,0,2,
731,1,1,"Allen, Miss. Elisabeth Walton",1,29,0,0,211.3375,Miss,0,1,
732,0,3,"Hassan, Mr. Houssein G N",0,11,0,0,18.7875,Mr,1,1,
733,0,2,"Knight, Mr. Robert J",0,30,0,0,0.0,Mr,0,1,
734,0,2,"Berriman, Mr. William John",0,23,0,0,13.0,Mr,0,1,
735,0,2,"Troupiansky, Mr. Moses Aaron",0,23,0,0,13.0,Mr,0,1,
736,0,3,"Williams, Mr. Leslie",0,29,0,0,16.1,Mr,0,1,
737,0,3,"Ford, Mrs. Edward (Margaret Ann Watson)",1,48,1,3,34.375,Mrs,0,5,
738,1,1,"Lesurer, Mr. Gustave J",0,35,0,0,512.3292,Mr,1,1,
739,0,3,"Ivanoff, Mr. Kanio",0,30,0,0,7.8958,Mr,0,1,
740,0,3,"Nankoff, Mr. Minko",0,30,0,0,7.8958,Mr,0,1,
741,1,1,"Hawksford, Mr. Walter James",0,30,0,0,30.0,Mr,0,1,
742,0,1,"Cavendish, Mr. Tyrell William",0,36,1,0,78.85,Mr,0,2,
743,1,1,"Ryerson, Miss. Susan Parker ""Suzette""",1,21,2,2,262.375,Miss,1,5,
744,0,3,"McNamee, Mr. Neal",0,24,1,0,16.1,Mr,0,2,
745,1,3,"Stranden, Mr. Juho",0,31,0,0,7.925,Mr,0,1,
746,0,1,"Crosby, Capt. Edward Gifford",0,70,1,1,71.0,Mr,0,3,
747,0,3,"Abbott, Mr. Rossmore Edward",0,16,1,1,20.25,Mr,0,3,
748,1,2,"Sinkkonen, Miss. Anna",1,30,0,0,13.0,Miss,0,1,
749,0,1,"Marvin, Mr. Daniel Warner",0,19,1,0,53.1,Mr,0,2,
750,0,3,"Connaghton, Mr. Michael",0,31,0,0,7.75,Mr,2,1,
751,1,2,"Wells, Miss. Joan",1,4,1,1,23.0,Miss,0,3,
752,1,3,"Moor, Master. Meier",0,6,0,1,12.475,kid,0,2,
753,0,3,"Vande Velde, Mr. Johannes Joseph",0,33,0,0,9.5,Mr,0,1,
754,0,3,"Jonkoff, Mr. Lalio",0,23,0,0,7.8958,Mr,0,1,
755,1,2,"Herman, Mrs. Samuel (Jane Laver)",1,48,1,2,65.0,Mrs,0,4,
756,1,2,"Hamalainen, Master. Viljo",0,1,1,1,14.5,kid,0,3,
757,0,3,"Carlsson, Mr. August Sigfrid",0,28,0,0,7.7958,Mr,0,1,
758,0,2,"Bailey, Mr. Percy Andrew",0,18,0,0,11.5,Mr,0,1,
759,0,3,"Theobald, Mr. Thomas Leonard",0,34,0,0,8.05,Mr,0,1,
760,1,1,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",1,33,0,0,86.5,Mrs,0,1,
761,0,3,"Garfirth, Mr. John",0,30,0,0,14.5,Mr,0,1,
762,0,3,"Nirva, Mr. Iisakki Antino Aijo",0,41,0,0,7.125,Mr,0,1,
763,1,3,"Barah, Mr. Hanna Assi",0,20,0,0,7.2292,Mr,1,1,
764,1,1,"Carter, Mrs. William Ernest (Lucile Polk)",1,36,1,2,120.0,Mrs,0,4,
765,0,3,"Eklund, Mr. Hans Linus",0,16,0,0,7.775,Mr,0,1,
766,1,1,"Hogeboom, Mrs. John C (Anna Andrews)",1,51,1,0,77.9583,Mrs,0,2,
767,0,1,"Brewe, Dr. Arthur Jackson",0,47,0,0,39.6,Dr,1,1,
768,0,3,"Mangan, Miss. Mary",1,31,0,0,7.75,Miss,2,1,
769,0,3,"Moran, Mr. Daniel J",0,30,1,0,24.15,Mr,2,2,
770,0,3,"Gronnestad, Mr. Daniel Danielsen",0,32,0,0,8.3625,Mr,0,1,
771,0,3,"Lievens, Mr. Rene Aime",0,24,0,0,9.5,Mr,0,1,
772,0,3,"Jensen, Mr. Niels Peder",0,48,0,0,7.8542,Mr,0,1,
773,0,2,"Mack, Mrs. (Mary)",1,57,0,0,10.5,Mrs,0,1,
774,0,3,"Elias, Mr. Dibo",0,30,0,0,7.225,Mr,1,1,
775,1,2,"Hocking, Mrs. Elizabeth (Eliza Needs)",1,54,1,3,23.0,Mrs,0,5,
776,0,3,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",0,18,0,0,7.75,Mr,0,1,
777,0,3,"Tobin, Mr. Roger",0,30,0,0,7.75,Mr,2,1,
778,1,3,"Emanuel, Miss. Virginia Ethel",1,5,0,0,12.475,Miss,0,1,
779,0,3,"Kilgannon, Mr. Thomas J",0,30,0,0,7.7375,Mr,2,1,
780,1,1,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",1,43,0,1,211.3375,Mrs,0,2,
781,1,3,"Ayoub, Miss. Banoura",1,13,0,0,7.2292,Miss,1,1,
782,1,1,"Dick, Mrs. Albert Adrian (Vera Gillespie)",1,17,1,0,57.0,Mrs,0,2,
783,0,1,"Long, Mr. Milton Clyde",0,29,0,0,30.0,Mr,0,1,
784,0,3,"Johnston, Mr. Andrew G",0,30,1,2,23.45,Mr,0,4,
785,0,3,"Ali, Mr. William",0,25,0,0,7.05,Mr,0,1,
786,0,3,"Harmer, Mr. Abraham (David Lishin)",0,25,0,0,7.25,Mr,0,1,
787,1,3,"Sjoblom, Miss. Anna Sofia",1,18,0,0,7.4958,Miss,0,1,
788,0,3,"Rice, Master. George Hugh",0,8,4,1,29.125,kid,2,6,
789,1,3,"Dean, Master. Bertram Vere",0,1,1,2,20.575,kid,0,4,
790,0,1,"Guggenheim, Mr. Benjamin",0,46,0,0,79.2,Mr,1,1,
791,0,3,"Keane, Mr. Andrew ""Andy""",0,30,0,0,7.75,Mr,2,1,
792,0,2,"Gaskell, Mr. Alfred",0,16,0,0,26.0,Mr,0,1,
793,0,3,"Sage, Miss. Stella Anna",1,21,8,2,69.55,Miss,0,11,
794,0,1,"Hoyt, Mr. William Fisher",0,30,0,0,30.6958,Mr,1,1,
795,0,3,"Dantcheff, Mr. Ristiu",0,25,0,0,7.8958,Mr,0,1,
796,0,2,"Otter, Mr. Richard",0,39,0,0,13.0,Mr,0,1,
797,1,1,"Leader, Dr. Alice (Farnham)",1,49,0,0,25.9292,Dr,0,1,
798,1,3,"Osman, Mrs. Mara",1,31,0,0,8.6833,Mrs,0,1,
799,0,3,"Ibrahim Shawah, Mr. Yousseff",0,30,0,0,7.2292,Mr,1,1,
800,0,3,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",1,30,1,1,24.15,Mrs,0,3,
801,0,2,"Ponesell, Mr. Martin",0,34,0,0,13.0,Mr,0,1,
802,1,2,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",1,31,1,1,26.25,Mrs,0,3,
803,1,1,"Carter, Master. William Thornton II",0,11,1,2,120.0,kid,0,4,
804,1,3,"Thomas, Master. Assad Alexander",0,1,0,1,8.5167,kid,1,2,
805,1,3,"Hedman, Mr. Oskar Arvid",0,27,0,0,6.975,Mr,0,1,
806,0,3,"Johansson, Mr. Karl Johan",0,31,0,0,7.775,Mr,0,1,
807,0,1,"Andrews, Mr. Thomas Jr",0,39,0,0,0.0,Mr,0,1,
808,0,3,"Pettersson, Miss. Ellen Natalia",1,18,0,0,7.775,Miss,0,1,
809,0,2,"Meyer, Mr. August",0,39,0,0,13.0,Mr,0,1,
810,1,1,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",1,33,1,0,53.1,Mrs,0,2,
811,0,3,"Alexander, Mr. William",0,26,0,0,7.8875,Mr,0,1,
812,0,3,"Lester, Mr. James",0,39,0,0,24.15,Mr,0,1,
813,0,2,"Slemen, Mr. Richard James",0,35,0,0,10.5,Mr,0,1,
814,0,3,"Andersson, Miss. Ebba Iris Alfrida",1,6,4,2,31.275,Miss,0,7,
815,0,3,"Tomlin, Mr. Ernest Portage",0,31,0,0,8.05,Mr,0,1,
816,0,1,"Fry, Mr. Richard",0,30,0,0,0.0,Mr,0,1,
817,0,3,"Heininen, Miss. Wendla Maria",1,23,0,0,7.925,Miss,0,1,
818,0,2,"Mallet, Mr. Albert",0,31,1,1,37.0042,Mr,1,3,
819,0,3,"Holm, Mr. John Fredrik Alexander",0,43,0,0,6.45,Mr,0,1,
820,0,3,"Skoog, Master. Karl Thorsten",0,10,3,2,27.9,kid,0,6,
821,1,1,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",1,52,1,1,93.5,Mrs,0,3,
822,1,3,"Lulic, Mr. Nikola",0,27,0,0,8.6625,Mr,0,1,
823,0,1,"Reuchlin, Jonkheer. John George",0,38,0,0,0.0,Mr,0,1,
824,1,3,"Moor, Mrs. (Beila)",1,27,0,1,12.475,Mrs,0,2,
825,0,3,"Panula, Master. Urho Abraham",0,2,4,1,39.6875,kid,0,6,
826,0,3,"Flynn, Mr. John",0,30,0,0,6.95,Mr,2,1,
827,0,3,"Lam, Mr. Len",0,30,0,0,56.4958,Mr,0,1,
828,1,2,"Mallet, Master. Andre",0,1,0,2,37.0042,kid,1,3,
829,1,3,"McCormack, Mr. Thomas Joseph",0,30,0,0,7.75,Mr,2,1,
830,1,1,"Stone, Mrs. George Nelson (Martha Evelyn)",1,62,0,0,80.0,Mrs,0,1,
831,1,3,"Yasbeck, Mrs. Antoni (Selini Alexander)",1,15,1,0,14.4542,Mrs,1,2,
832,1,2,"Richards, Master. George Sibley",0,1,1,1,18.75,kid,0,3,
833,0,3,"Saad, Mr. Amin",0,30,0,0,7.2292,Mr,1,1,
834,0,3,"Augustsson, Mr. Albert",0,23,0,0,7.8542,Mr,0,1,
835,0,3,"Allum, Mr. Owen George",0,18,0,0,8.3,Mr,0,1,
836,1,1,"Compton, Miss. Sara Rebecca",1,39,1,1,83.1583,Miss,1,3,
837,0,3,"Pasic, Mr. Jakob",0,21,0,0,8.6625,Mr,0,1,
838,0,3,"Sirota, Mr. Maurice",0,30,0,0,8.05,Mr,0,1,
839,1,3,"Chip, Mr. Chang",0,32,0,0,56.4958,Mr,0,1,
840,1,1,"Marechal, Mr. Pierre",0,30,0,0,29.7,Mr,1,1,
841,0,3,"Alhomaki, Mr. Ilmari Rudolf",0,20,0,0,7.925,Mr,0,1,
842,0,2,"Mudd, Mr. Thomas Charles",0,16,0,0,10.5,Mr,0,1,
843,1,1,"Serepeca, Miss. Augusta",1,30,0,0,31.0,Miss,1,1,
844,0,3,"Lemberopolous, Mr. Peter L",0,35,0,0,6.4375,Mr,1,1,
845,0,3,"Culumovic, Mr. Jeso",0,17,0,0,8.6625,Mr,0,1,
846,0,3,"Abbing, Mr. Anthony",0,42,0,0,7.55,Mr,0,1,
847,0,3,"Sage, Mr. Douglas Bullen",0,30,8,2,69.55,Mr,0,11,
848,0,3,"Markoff, Mr. Marin",0,35,0,0,7.8958,Mr,1,1,
849,0,2,"Harper, Rev. John",0,28,0,1,33.0,Mr,0,2,
850,1,1,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",1,35,1,0,89.1042,Mrs,1,2,
851,0,3,"Andersson, Master. Sigvard Harald Elias",0,4,4,2,31.275,kid,0,7,
852,0,3,"Svensson, Mr. Johan",0,74,0,0,7.775,Mr,0,1,
853,0,3,"Boulos, Miss. Nourelain",1,9,1,1,15.2458,Miss,1,3,
854,1,1,"Lines, Miss. Mary Conover",1,16,0,1,39.4,Miss,0,2,
855,0,2,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",1,44,1,0,26.0,Mrs,0,2,
856,1,3,"Aks, Mrs. Sam (Leah Rosen)",1,18,0,1,9.35,Mrs,0,2,
857,1,1,"Wick, Mrs. George Dennick (Mary Hitchcock)",1,45,1,1,164.8667,Mrs,0,3,
858,1,1,"Daly, Mr. Peter Denis ",0,51,0,0,26.55,Mr,0,1,
859,1,3,"Baclini, Mrs. Solomon (Latifa Qurban)",1,24,0,3,19.2583,Mrs,1,4,
860,0,3,"Razi, Mr. Raihed",0,30,0,0,7.2292,Mr,1,1,
861,0,3,"Hansen, Mr. Claus Peter",0,41,2,0,14.1083,Mr,0,3,
862,0,2,"Giles, Mr. Frederick Edward",0,21,1,0,11.5,Mr,0,2,
863,1,1,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",1,48,0,0,25.9292,Mrs,0,1,
864,0,3,"Sage, Miss. Dorothy Edith ""Dolly""",1,21,8,2,69.55,Miss,0,11,
865,0,2,"Gill, Mr. John William",0,24,0,0,13.0,Mr,0,1,
866,1,2,"Bystrom, Mrs. (Karolina)",1,42,0,0,13.0,Mrs,0,1,
867,1,2,"Duran y More, Miss. Asuncion",1,27,1,0,13.8583,Miss,1,2,
868,0,1,"Roebling, Mr. Washington Augustus II",0,31,0,0,50.4958,Mr,0,1,
869,0,3,"van Melkebeke, Mr. Philemon",0,30,0,0,9.5,Mr,0,1,
870,1,3,"Johnson, Master. Harold Theodor",0,4,1,1,11.1333,kid,0,3,
871,0,3,"Balkic, Mr. Cerin",0,26,0,0,7.8958,Mr,0,1,
872,1,1,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",1,47,1,1,52.5542,Mrs,0,3,
873,0,1,"Carlsson, Mr. Frans Olof",0,33,0,0,5.0,Mr,0,1,
874,0,3,"Vander Cruyssen, Mr. Victor",0,47,0,0,9.0,Mr,0,1,
875,1,2,"Abelson, Mrs. Samuel (Hannah Wizosky)",1,28,1,0,24.0,Mrs,1,2,
876,1,3,"Najib, Miss. Adele Kiamie ""Jane""",1,15,0,0,7.225,Miss,1,1,
877,0,3,"Gustafsson, Mr. Alfred Ossian",0,20,0,0,9.8458,Mr,0,1,
878,0,3,"Petroff, Mr. Nedelio",0,19,0,0,7.8958,Mr,0,1,
879,0,3,"Laleff, Mr. Kristo",0,30,0,0,7.8958,Mr,0,1,
880,1,1,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",1,56,0,1,83.1583,Mrs,1,2,
881,1,2,"Shelley, Mrs. William (Imanita Parrish Hall)",1,25,0,1,26.0,Mrs,0,2,
882,0,3,"Markun, Mr. Johann",0,33,0,0,7.8958,Mr,0,1,
883,0,3,"Dahlberg, Miss. Gerda Ulrika",1,22,0,0,10.5167,Miss,0,1,
884,0,2,"Banfield, Mr. Frederick James",0,28,0,0,10.5,Mr,0,1,
885,0,3,"Sutehall, Mr. Henry Jr",0,25,0,0,7.05,Mr,0,1,
886,0,3,"Rice, Mrs. William (Margaret Norton)",1,39,0,5,29.125,Mrs,2,6,
887,0,2,"Montvila, Rev. Juozas",0,27,0,0,13.0,Mr,0,1,
888,1,1,"Graham, Miss. Margaret Edith",1,19,0,0,30.0,Miss,0,1,
889,0,3,"Johnston, Miss. Catherine Helen ""Carrie""",1,21,1,2,23.45,Miss,0,4,
890,1,1,"Behr, Mr. Karl Howell",0,26,0,0,30.0,Mr,1,1,
891,0,3,"Dooley, Mr. Patrick",0,32,0,0,7.75,Mr,2,1,
